Name	Time signature	Feel	Default tempo	Long name	Genre	Group	Other genres
128_45	12/8	sw8	45	12/8 at T=45 - Slow 12/8 Jazz	Jazz	Jazz	Jazz Ballad,Jazz Swing
128ORK	12/8	sw8	70	Orchestral 12/8	Classical	Country	Orchestral
128Rok1	12/8	sw8	70	12/8 Power Rock Ballad	Medium Rock	Pop	Power Ballad,Ballad,Lite Pop
128Rok2	12/8	sw8	65	12/8 Loud Rock Feel	Medium Rock	Pop	Lite Pop,Doo Wop
12_8Surf	12/8	sw8	70	12/8 Surf - Slow 12/8 - 60s Pop	Lite Pop	Pop	Surf,Doo Wop
12ST&BAN	4/4	sw16	125	12-String Guitar & Banjo	Bluegrass	Jazz	Country Classic,Country
3git_16	4/4	ev16	100	3 Guitars 16ths	Lite Pop	Pop	Medium Rock
58_78POP	12/8	ev16	80	58_78 Pop Style - About Time	Lite Pop	Pop	Doo Wop
60~ROK8	4/4	ev8	123	60's Brit Rock 8 Blues-Train	Lite Pop	Pop	Rock n' Roll,Blues
60_ROK8	4/4	ev8	123	60's Brit Rock 8 - No Brushes	Lite Pop	Pop	Rock n' Roll,Blues
60S44ROK	4/4	ev8	140	60's Brit 4/4 Pop Rock	Lite Pop	Pop	Doo Wop
60SBLUES	4/4	ev8	118	60's Brit Rock Honky Tonk Blues	Blues	Pop	Texas Blues,Country Contemporary,Rock n' Roll,Lite Pop,Country
60SPOP16	4/4	ev8	114	60's Brit Pop 16	Lite Pop	Pop	Lite Pop
60SRKBAL	4/4	ev16	77	60's Brit Rock Ballad	Ballad	Pop	Power Ballad,Medium Rock,Lite Pop
60_STRUM	4/4	ev8	135	60's Brit Strum Guitars - Pop Rock	Lite Pop	Pop	Rock n' Roll,Blues
90Bal+	4/4	ev8	120	Contemporary Country Ballad +	Country	Country	Country Ballad,Country Contemporary
Aaron+	4/4	ev8	115	Medium Ev.8 Country Rock+	Country	Country	Country Contemporary
ABRA	4/4	ev16	105	Abra - Smooth Jazz -16th Funk	Funk	Jazz	Jazz,Smooth Jazz,Jazz,Smooth Jazz
AcBallad	4/4	sw8	70	Acoustic Ballad -Unplugged	Blues	Pop	Country,Country Ballad,Country Classic,Folk,Jazz,Jazz Ballad,Ballad
AFRICA2	12/8	sw8	105	Africa 2 - World Styles 2	World	Country	African
AFRICAN	4/4	sw8	140	African Jazz Style	Jazz	Jazz	Latin,World,African
Afro2Sw1	12/8	sw8	110	Afro to Swing 1 - 12/8 Afro to Swing	Jazz	Jazz	Jazz Swing,Bebop
AfroSal	4/4	ev8	110	Afro Salsa - Traditional Cuban Afro	Latin	Jazz	Salsa
AG_ARETH	4/4	sw8	112	AG_ARETH - Soulful Shuffle Gospel	Blues	Pop	Worship,Lite Pop,R&B,Soul,Gospel
AG_BESS	12/8	sw8	62	AG_BESS - Bluesy 12/8 Gospel	Blues	Pop	Worship,Lite Pop,Gospel
AG_BISH	4/4	sw16	95	AG_BISH - Bouncy Old Time Gospel	Lite Pop	Pop	Worship,Gospel
AG_BURD	4/4	sw8	88	AG_BURD - Mid-Tempo Shuffle Gospel	Lite Pop	Pop	Worship,Gospel
AG_CLAP	4/4	sw8	140	AG_CLAP - Bouncy Shuffle Gospel	Blues	Pop	Worship,Lite Pop,Gospel
AG_CLEV	4/4	ev16	65	AG_CLEV - Slow Soulful Gospel	Lite Pop	Pop	Worship,R&B,Soul,Gospel
AG_DONIE	4/4	ev8	112	AG_DONIE - Funky Uptempo Gospel	Funk	Pop	Worship,Lite Pop,Gospel
AG_FLYIN	4/4	ev8	270	AG_FLYIN - Very Fast Gospel Feel	Lite Pop	Pop	Worship,Gospel
AG_FRANK	4/4	ev8	150	AG_FRANK - Soulful R&B Blues Gospel	Blues	Pop	Worship,Lite Pop,R&B,R&B,Soul,Gospel
AG_JUMP	4/4	ev16	130	AG_JUMP - Uptempo Gospel	Lite Pop	Pop	Worship,Gospel
AG_MORT	4/4	ev8	295	AG_MORT - Uptempo Gospel Feel	Lite Pop	Pop	Worship,Gospel
AG_OLAND	4/4	ev16	90	AG_OLAND - Funky Tempo Gospel	Funk	Pop	Worship,Lite Pop,Gospel
AG_PACE	4/4	sw16	95	AG_PACE - Funky Tempo Gospel	Funk	Pop	Worship,Lite Pop,Gospel
AG_SKIP	4/4	sw8	180	AG_SKIP - Bouncy Tempo Gospel	Blues	Pop	Worship,Lite Pop,Gospel
AG_SOUL	4/4	sw8	75	AG_SOUL - Slow Soulful Gospel	Blues	Pop	Worship,Lite Pop,R&B,Soul,Gospel
AG_THOM	4/4	sw16	115	AG_THOM - Uptempo Gospel	Lite Pop	Pop	Worship,Gospel
AGUILER1	4/4	ev8	138	Aguilera - Top 40 8ths 1	Lite Pop	Pop	Pop
AGUILERA	4/4	ev8	138	Aguilera - Top 40 8ths 2	Lite Pop	Pop	Pop
AHMAD1	4/4	sw8	170	Ahmad1 - Funky Latin-Jazz Feel	Funk	Jazz	Jazz,Latin
Alabama1	4/4	ev16	80	Alabama1 - Med-Slow Southern Rock	Country	Country	Country Contemporary
Alabama2	4/4	ev8	127	Alabama2 - Medium Even 8ths Country	Country	Country	Country Classic
ALANIS1	4/4	ev8	95	Alanis 1 - Medium Arena Rock	Lite Pop	Pop	Pop
ALBERTI	4/4	ev8	120	Alberti Classical Piano	Classical	Country	Classical
AlfaVil2	4/4	ev8	130	AlfaVil2 - Ev.8ths 80s Pop Synth	Latin	Pop	Pop
ALTCNTRY	4/4	ev8	155	Alt. Country - Ev.8ths Country Rock	Country	Country	Country Contemporary
ALTFOLK	4/4	sw16	100	Alt. Folk - Swing 16ths Country Folk	Country	Country	Folk,Folk
ALTROCK1	4/4	ev8	170	Alternative Rock 1 Style	Heavy Rock	Pop	Heavy Rock
ALTROCK2	4/4	ev16	85	Alternative Rock 2 Style	Heavy Rock	Pop	Heavy Rock
ALTROCK3	4/4	ev16	85	Alternative Rock 3 Style	Heavy Rock	Pop	Heavy Rock
ALTROCK4	4/4	ev8	125	Alternative Rock 4 Style	Heavy Rock	Pop	Heavy Rock
ALWAYS	4/4	ev16	80	Always - 16ths Pop-Folk Ballad	Folk	Pop	Pop,Lite Pop
AMOUR!	4/4	ev8	110	Amour-St8 MOR Folk/Rock w/ Backbeat	Folk	Pop	Folk
amour!2	4/4	ev8	110	amour!2.STY	Pop	Pop	Pop
ANCHORS	4/4	sw8	130	Anchors -Medium Swing Southern Gospel	Country	Country	Gospel,Worship,Lite Pop,Gospel
ANSWERS	4/4	ev8	90	Answers - New Age - Smooth Jazz	Jazz	Jazz	Smooth Jazz,New Age,Lite Pop,Smooth Jazz
ARPEGGIO	4/4	sw8	75	Country Arpeggios	Country	Country	Country Classic,Country Contemporary,Lite Pop
ARPORK44	4/4	ev8	165	Orchestral Piano Arpeggios 4/4	Classical	Country	Classical
ASHANT1	4/4	ev16	90	Ashant 1 - Pop Ballad R&B	Jazz	Jazz	Jazz Ballad,Smooth Jazz,R&B,R&B,Soul
Astaire1	4/4	sw8	116	Astaire1 - Foxtrot Swing Dance	Jazz	Jazz	Jazz Swing
Avenues	4/4	ev16	95	Avenues - High Energy Even 16s Rock	Heavy Rock	Pop	Heavy Rock
Avril+	4/4	ev16	85	Alternative Rock, Grunge Style+	Country	Country	Heavy Rock
AVRIL1	4/4	ev8	90	Avril 1 - Loud 4/4 Pop Rock	Heavy Rock	Pop	Pop
Awaken1	4/4	ev16	50	Awaken1 - Slow, Mystic New Age	Lite Pop	Pop	New Age
Awaken2	4/4	ev16	55	Awaken2 - Slow, Meditative New Age	Lite Pop	Pop	New Age
AWB_1	4/4	sw16	105	AWB_1 - 80s Funk Swing 16th Rock	Funk	Pop	Modern Pop
BACH_1	4/4	ev8	140	Bach 1 Classical Piano	Classical	Country	Classical
Bachat2	4/4	ev8	105	Bachata 2 - Traditional Dominican	Latin	Jazz	Salsa
BACHATA	4/4	ev8	125	Bachata Pop Latin Style	Latin	Pop	Latin
BACKST_8	4/4	ev8	100	Back Street - Top 40 Straight 8ths	Lite Pop	Pop	Pop
BAGWELL	4/4	ev16	120	Bagwell -Med Straight 16ths Southern Gospel	Country	Country	Gospel,Worship,Lite Pop,Gospel
BakBeat	4/4	ev8	120	Back Beat - Ev.8, 80s Rock	Lite Pop	Pop	Pop
BAKST_16	4/4	ev16	110	Back Street - Top 40 16s	Lite Pop	Pop	Synth Pop,Pop
BANJ&MAN	4/4	sw16	130	Banjo & Mandolin Swing 16ths	Country	Country	Bluegrass,Folk
BASRIF_8	4/4	ev8	140	Bass Riff Straight 8ths Blues - 60's Brit Rock	Blues	Pop	Blues
BAYOU	4/4	ev8	130	Bayou - Medium Straight 8ths Style	Country	Country	Country Classic
BBE_Tek	4/4	ev16	140	BBE_Tek Euro-Tek	Modern Pop	Pop	Modern Pop
BBND_FST	4/4	sw8	250	Big Band - Fast Swing	Jazz	Jazz	Big Band,Jazz Swing
Be_53s_1	4/4	ev8	135	Be_53s_1 - Med. Even 8ths Blues Rock	Blues	Pop	Blues
BeachCar	4/4	sw8	133	BeachCar - 60s Surf Shuffle Rock	Lite Pop	Pop	Surf
BEEBROCK	4/4	ev8	106	BeeB Rock Blues	Blues	Pop	Blues
BEEBROK4	4/4	ev8	106	BeeB Rock 4 Variation	Blues	Pop	Blues
BEEBROK5	4/4	ev8	106	BeeB Rock Blues Variation	Blues	Pop	Blues
BEEBSHUF	4/4	sw8	130	BeeB Blues Shuffle	Blues	Pop	Blues
BEEBSLO	12/8	sw8	65	BeeB Slow - Slow 12/8 Blues	Blues	Pop	Blues
Beguine2	4/4	ev16	130	Beguine2 - Latin Medium Even 16ths	Latin	Jazz	Latin
BE_LHEV8	4/4	ev8	165	BE Left-Hand Ev. 8ths Comping	Jazz	Jazz	Jazz
Berlyn	4/4	ev16	140	Berlyn Euro-Tek	Modern Pop	Pop	Modern Pop
Bg101_D	4/4	ev16	165	Bluegrass 101 w/ Drums - Unplugged	Country	Country	Bluegrass
BGBALLAD	4/4	sw8	110	Bluegrass Ballad - Medium Swing 8ths	Country	Country	Country Ballad,Bluegrass
BgBoogie	4/4	sw16	90	Bluegrass Boogie - Unplugged	Country	Country	Bluegrass
BGEE_BAL	4/4	sw8	75	Bgee 70s Pop Swing Ballad	Jazz	Jazz	Jazz Ballad,Jazz Swing,Lite Pop,Ballad
B_GEES1	4/4	ev16	110	BGees 1 - 80s Disco	Modern Pop	Pop	Pop,Reggae,Disco
B_GEES2	4/4	ev16	100	BGees 2 - Pop 16ths	Modern Pop	Pop	Pop,Reggae
BGPOP	4/4	ev8	130	Bluegrass Pop - Ev.8ths Bluegrass Pop	Country	Country	Bluegrass,Country Classic
Bgras101	4/4	ev16	165	Bluegrass 101 - Unplugged	Country	Country	Bluegrass
BGROCK	4/4	ev8	160	Bluegrass Rock - Uptempo Ev.8ths	Country	Country	Bluegrass
BHANGRA1	4/4	sw16	90	Bhangra 1 - Pop Dance from India	Modern Pop	Pop	Pop,World,Bollywood,World
Big+	4/4	ev8	90	Aggressive Country Rock+	Country	Country	Country Contemporary
BIGBAND1	4/4	sw8	110	Big Band 1 -Medium Swing Big Band	Jazz	Jazz	Big Band,Jazz Swing
BIG_BEAT	4/4	ev16	70	Big Beat - Slow Top-40 Style	Lite Pop	Pop	Pop
BigPink	4/4	ev16	80	Big Pink - Unplugged	Country	Country	Country Contemporary,Lite Pop
BigSur	4/4	ev16	100	Big Sur - LA Pop Jazz	Blues	Pop	Jazz,Fusion
BigTony	4/4	sw16	85	Big Tony - Slow Swing 16 Funk Rock	Folk	Pop	Funk
BISHOPS	4/4	ev8	140	Bishops -Medium Straight 8 Southern Gospel	Country	Country	Country Classic,Gospel,Worship,Lite Pop,Gospel
BLAKWOOD	4/4	sw8	115	Blackwood - Bouncy Southern Gospel	Country	Country	Gospel,Worship,Lite Pop,Gospel
BlGrass1	4/4	sw16	125	BlGrass1 - Bluegrass Soundtrack Style	Country	Country	Bluegrass,New Age,Lite Pop
BLINK_1	4/4	ev8	145	Blink 1 - Top 40 Grunge	Heavy Rock	Pop	Heavy Rock
BlJump1	4/4	sw8	165	Blues Jump - Blues Shuffle	Blues	Jazz	Blues
BLONDY1	4/4	ev16	108	Blondy1 - Pop-Techno	Modern Pop	Pop	Disco
BLTRACY	4/4	ev8	100	Blues Tracy - Soulful Blues Rock	Blues	Pop	R&B,Soul
Blue+	4/4	sw8	110	Classic Country Shuffle+	Country	Country	Country Classic
BluesHop	4/4	sw16	98	Blues Hop - Swing 16 Style	Blues	Pop	Blues
BluesStr	4/4	sw8	90	BluesStr - Bluesy Jazz w/ Strings	Blues	Jazz	Jazz,Jazz Swing,Jazz,Orchestral
Bluesy1	4/4	sw8	90	Bluesy1 - Blues Shuffle BG Style	Blues	Pop	New Age,Lite Pop
BLUGRAS1	4/4	ev16	120	Bluegrass 1	Country	Country	Bluegrass
BLUGRAS5	4/4	sw16	115	Bluegrass 5 Swing 16ths	Country	Country	Bluegrass
BLUHILL	4/4	sw8	105	Blueberry Hill Style	Lite Pop	Pop	Lite Pop
BLUSHF_2	4/4	sw8	120	Blues Shuffle 2	Blues	Pop	Blues
BLWOLF	4/4	sw8	110	Blues Wolf - Slow Blues Shuffle	Blues	Pop	Blues
Blz128	12/8	sw8	70	Blues 12/8 - Slow 12/8 Blues	Blues	Pop	Blues
BLZTRI10	12/8	sw8	60	Blues Trio 10 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BLZTRIO1	4/4	sw8	120	Blues Trio 1 - Chicago Blues LH-Piano	Blues	Jazz	Blues
BLZTRIO2	4/4	sw8	110	Blues Trio 2 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BLZTRIO3	4/4	sw8	120	Blues Trio 3 - Chicago Blues LH-Piano	Blues	Jazz	Blues
BLZTRIO4	4/4	sw8	130	Blues Trio 4 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BLZTRIO5	4/4	sw8	120	Blues Trio 5 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BLZTRIO6	4/4	sw8	110	Blues Trio 6 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BLZTRIO7	4/4	sw8	75	Blues Trio 7 - Chicago Blues LH-Piano	Blues	Jazz	Jazz,Jazz Ballad
BLZTRIO9	4/4	sw8	135	Blues Trio 9 - Chicago Blues LH-Piano	Blues	Jazz	Jazz
BOARDWLK	4/4	ev8	115	Boardwalk	Lite Pop	Pop	Lite Pop
BOBALLAD	4/4	ev16	80	BO Ballad Style	Lite Pop	Pop	Ballad
BOBBYBB	12/8	sw8	130	Bobby BB - 12/8 Barrelhouse Blues	Blues	Pop	Blues
BoDid1	4/4	ev8	215	BoDid1 - Rockabilly Blues	Blues	Pop	Country,Country Contemporary,Rockabilly,Country
Bogey~	4/4	sw8	85	Bogey - Slow Swing Ballad	Jazz	Jazz	Jazz Ballad,Jazz Swing,Lite Pop
BOLERO1	4/4	ev8	105	Bolero 1 - Latin Bolero Style	Latin	Jazz	Latin
Bolero2	4/4	ev16	85	Bolero 2 - Latin Bolero	Latin	Jazz	Latin
Bolero3	4/4	ev8	105	Bolero 3 - Cuban Bolero	Latin	Jazz	Salsa
BombFst	4/4	ev8	230	Bomba Fast - Lively Puerto Rican	Latin	Jazz	Salsa
BombMed	4/4	ev16	110	Bomba Medium - Puerto Rican	Latin	Jazz	Salsa
BonnieR	4/4	sw8	110	BonnieR - Medium Blues Shuffle	Blues	Pop	Blues
BoogyRk2	4/4	ev8	160	Boogie Rock Variation	Blues	Pop	Blues
BoogyRok	4/4	ev8	160	Boogie Rock Straight 8ths Style	Blues	Pop	Blues
BoogyShf	4/4	sw8	160	Boogie Shuffle	Blues	Pop	Blues
Bop_300	4/4	sw8	335	Bop at T=300 - Fast Bebop	Jazz	Jazz	Bebop
BOPFUNK	4/4	sw16	100	Bop Funk - Swing 16 Funk Groove	Funk	Pop	Jazz,Bebop
Bos_250	4/4	ev8	250	Bossa at T=250 - Fast Bossa	Jazz	Jazz	Latin,Bossa
Bosa_45	4/4	ev16	45	Bossa at T=45 - Slow Bossa	Jazz	Jazz	Jazz Ballad,Latin,Bossa
Bosa_60	4/4	ev16	60	Bossa at T=60 - Slow Bossa	Jazz	Jazz	Jazz Ballad,Latin,Bossa
BosaLite	4/4	ev8	110	Bossa Lite - Med-Slow Ev.8 Bossa	Jazz	Jazz	Latin,Bossa
BOSANEW	4/4	ev8	110	Bossa New Style	Jazz	Jazz	Latin,Bossa
BOSANUVO	4/4	ev8	150	Bossa Nuvo - Medium-Uptempo Bossa	Jazz	Jazz	Latin,Bossa
BosaNY	4/4	ev8	140	Bossa NY - Contemporary Bossa	Jazz	Jazz	Latin,Bossa
BOSSA2	4/4	ev8	130	Bossa 2 Style	Jazz	Jazz	Latin,Bossa
Bossa33	4/4	ev8	140	Bossa33 - Latin Brazilian Bossa	Jazz	Jazz	Latin,Bossa
BossaSw	4/4	ev8	155	Bossa Swing - Ev.8 w/ Slight Swing	Jazz	Jazz	Latin,Bossa
BOUNCY_G	4/4	sw8	125	Bouncy Style G	Lite Pop	Pop	Lite Pop
BOUZOUK1	4/4	ev8	130	Bouzouki 1 - World Styles 2	World	Country	Greek
Bowey3	4/4	ev8	170	Bowey3 - Brit 80s Ev.8 Rock	Heavy Rock	Pop	Heavy Rock
BoyG_Lat	4/4	ev16	105	BoyG_Lat - 80s Rock-Latin	Latin	Pop	Latin
BRANDY	4/4	ev16	92	Brandy - Top 40 16th Arps.	Lite Pop	Pop	Pop
BREEZIN	4/4	ev16	85	Breezin' Style	Lite Pop	Pop	Lite Pop
BrekBros	4/4	ev16	120	BrekBros Funk (Fusion)	Funk	Jazz	Jazz,Fusion,Fusion,Jazz
BrentSw	4/4	sw8	175	BrentSw - Fast Swing 8ths Country Shuffle	Country	Country	Country Classic
Bright	4/4	ev8	105	Bright - Slow 80s Even 8ths Rock	Lite Pop	Pop	Pop
BRIT60SW	4/4	sw8	135	Brit 60's Bouncy Swing	Lite Pop	Pop	Pop
BRIT8SLO	4/4	ev8	115	Brit 60's Med-Slow Straight 8ths	Pop	Pop	Pop
BritFolk	4/4	ev16	90	Brit Folk - Even 16ths Style	Folk	Country	Folk
BRITROK8	4/4	ev8	135	Brit 60's Gritty R&R	Pop	Pop	Pop
BritSw16	4/4	sw16	95	BritSw16 - Swing 16ths Reggae	Reggae	Pop	Reggae
BROWNSVL	4/4	ev16	75	Brownsvl -Praise & Worship Style	Lite Pop	Pop	Worship,Pop,Reggae,Worship
BRTNY_16	4/4	ev16	98	Brtny 16 - Top 40 Slow 16s	Lite Pop	Pop	Pop,Reggae
Brubek3	4/4	sw8	155	Brubek3 - Jazz Swing Trio	Jazz	Jazz	Jazz Swing,Reggae
Brubek5	4/4	sw8	130	Brubek5 - Jazz Swing - 5 Instrument Variation	Jazz	Jazz	Jazz Swing,Reggae
BrubkBal	4/4	sw8	140	Brubk Ballad - Double Time Feel at B	Jazz	Jazz	Jazz Ballad,Jazz Swing,Reggae
BrWires+	4/4	ev16	105	Broken Wires - Urban Pop +	Hip Hop	Pop	Pop,Reggae
BTNY2	4/4	ev8	110	Btny 2 - Med. Pop 90s Dance	Modern Pop	Pop	Pop,Reggae
BTNY_BAL	4/4	ev16	75	Btny Ballad - Top 40 Ballad	Lite Pop	Pop	Pop,Reggae,Ballad
BTNY_POP	4/4	ev16	95	Btny Pop - Top 40 Straight 16 Rock	Lite Pop	Pop	Pop,Reggae
BTNYSOCA	4/4	sw16	93	Btny Soca - Top 40 Reggae	Funk	Pop	Latin,Reggae,Reggae,Tropical
BuddyG	12/8	sw8	95	BuddyG - Raucous 12/8 Blues	Blues	Pop	Reggae
BURKES	4/4	sw8	210	Burkes - Fast Swing Southern Gospel	Country	Country	Gospel,Worship,Lite Pop,Reggae,Gospel
BurtBac1	4/4	ev8	140	BurtBac1 - Even 8ths Pop-Rock	Lite Pop	Pop	Reggae
BusyBass	4/4	ev16	120	Busy Bass (Fusion)	Jazz	Jazz	Fusion,Reggae,Fusion
Byrdlyke	4/4	ev8	115	Byrdlyke - Even 8ths Bluegrass Style	Country	Country	Bluegrass,Reggae
C2_ALAN	4/4	ev8	135	C2_ALAN - Med Ev.8 Country	Country	Country	Country Classic,Reggae
C2_ANDY	4/4	ev8	75	C2_ANDY - Ev.8 Country Ballad	Country	Country	Country Ballad,Country Contemporary,Reggae,Power Ballad
C2_BIG	4/4	ev8	100	C2_BIG - Ev.8 Country Rock	Blues	Country	Country,Country Contemporary,Reggae
C2_BLAK	4/4	ev16	80	C2_BLAK - Swampy Country Rock	Country	Country	Country Contemporary,Reggae
C_2Bt_Sw	4/4	sw8	180	Country 2-Beat Swing	Country	Country	Country Classic,Country Classic
C2_CAREE	4/4	ev16	80	C2_CAREE - Ev.8 Country Ballad	Country	Country	Country Ballad,Country Contemporary,Power Ballad
C2_CHES	4/4	sw8	120	C2_CHES - Swing 8 Country Rock	Country	Country	Country Classic
C2_EMERS	4/4	sw16	85	C2_EMERS - Swing 16 Country Rock	Country	Country	Country Contemporary,Funk
C2_FIVE	4/4	ev8	120	C2_FIVE - Ev.8 Country Ballad	Country	Country	Country Ballad,Country Contemporary
C2_GRET	4/4	sw16	90	C2_GRET - Swing 8 Honky Tonk Country	Country	Country	Country Classic
C2_HIND	4/4	ev8	70	C2_HIND - Rock- Country Ev.8 Ballad	Country	Country	Country Ballad,Country Contemporary
C2_JOE	4/4	ev8	75	C2_JOE - Country Ev.8 Ballad	Country	Country	Country Ballad,Country Contemporary
C2_JOHN	4/4	sw16	90	C2_JOHN - Swing 16 Funky Country	Country	Country	Country Contemporary,Funk
C2_KELLY	4/4	ev8	120	C2_KELLY - Rock-Country Ev.8	Country	Country	Country Contemporary
C2_LEAN	4/4	ev16	95	C2_LEAN - Ev.16 Pop Dance	Modern Pop	Country	Modern Pop
C2_LONE	4/4	ev8	70	C2_LONE - Ev.8 Country Ballad	Country	Country	Country Ballad,Country Contemporary
C2_LOS	4/4	sw16	100	C2_LOS - Ev.16 Country Rock	Blues	Country	Country,Country Contemporary,Funk,R&B,R&B,Soul
C2_MONT	4/4	ev16	90	C2_MONT - Ev.8 Country Ballad	Country	Country	Country Ballad,Country Contemporary,New Orleans,Blues
C_2STEP	4/4	ev8	100	Country 2 Step Style	Country	Country	Country Classic
C2_TRAV	4/4	sw16	90	C2_TRAV - Swing 16 Country	Country	Country	Country Classic
C_90BAL	4/4	ev8	120	Country 90's Ballad	Country	Country	Country Ballad,Country Contemporary
C_AARON	4/4	ev8	115	Aaron - Country Rock	Country	Country	Country Contemporary
CABARET	4/4	sw8	190	Show-Tune Rehearsal Group	Jazz	Jazz	Jazz Swing
C_ACHY	4/4	ev8	125	Achy Shaky Style	Country	Country	Country Classic
Cairo3	4/4	ev8	80	Cairo3 - Loose Ev.16 Arabic Pop	R&B	Pop	Pop,Lite Pop,World
CAJNZYD2	4/4	sw8	120	Cajun Zydeco 2-World Styles 2	Blues	Country	World
Calling	4/4	ev8	110	Calling - Slow New Age Style	Lite Pop	Pop	New Age
CAMPFIRE	4/4	sw8	160	Campfire - Swing Strumming	Country	Country	Folk,Campfire
CANDLES	4/4	ev16	80	Candles - Smooth Jazz - Floating 16ths	Jazz	Jazz	Smooth Jazz,Smooth Jazz
C_ANDY	4/4	ev16	90	Andy - Country Rock	Country	Country	Country Contemporary
Canned1	4/4	ev8	145	Canned 1 - Ev.8 Rock Blues	Blues	Pop	Blues
CAREY128	12/8	sw8	70	Carey 12/8 - Top 40 12/8	Lite Pop	Pop	Lite Pop
CARIBEAN	4/4	ev16	110	Caribbean Style	Latin	Jazz	Tropical
CashLuth	4/4	sw8	200	CashLuth - Country 2-Beat Swing 8ths	Country	Country	Country Classic
Castaway	4/4	ev8	150	Castaway - Fast Even 8ths Rock	Pop	Pop	Pop
Catalina	4/4	ev16	120	Catalina - LA Pop Jazz	Jazz	Jazz	Fusion
C_BALAD	4/4	ev16	85	Country Ballad	Country	Country	Country Ballad
C_Bdunn	4/4	ev8	98	BDunn - Top40 Country Straight 8th Rock	Country	Country	Country Contemporary
C_BILLY	4/4	ev16	110	Billy - Country Rock	Country	Country	Country Ballad,Country Contemporary
C_Billy2	4/4	ev8	160	Rockabilly Blues2	Blues	Country	Country,Country Classic,Rockabilly,Country
C_BLUE	4/4	sw8	110	Blue - Classic Country Shuffle	Blues	Country	Country,Country Classic
C_BOBBYG	4/4	ev8	120	Bobby Goldsbro Style	Country	Country	Country
C_Boogie	4/4	ev8	150	Uptempo Country Boogie	Blues	Country	Country,Country Classic
c~brushs	4/4	ev8	135	Contemporary Country Brushes Style	Country	Country	Country Contemporary,Boom Chick
c_buck	4/4	ev8	185	Country Buck Style	Country	Country	Country Classic
C_BWILLS	4/4	ev16	125	BWills - Uptempo Country	Country	Country	Country Classic
C_CAJUN	4/4	sw8	135	Country Cajun	Country	Country	Country Classic
CC_AVRIL	4/4	ev16	85	CC_Avril - Heavy Metal, Alt. Rock Style	Heavy Rock	Pop	Heavy Rock
CC_BRUSH	4/4	ev16	70	CC_Brush - Contemporary Even 16ths Country Ballad	Country	Country	Country Ballad,Country Contemporary,Lite Pop
CC_CELIN	4/4	ev16	65	CC_Celin - Very Slow Ev.16ths Ballad	R&B	Pop	Pop,Lite Pop,Soul
CC_COLV	4/4	ev8	125	CC_Colv - Med Ev. 8 Adult Contemporary Rock	Country	Country	Country Contemporary
CC_COUNT	4/4	ev8	90	CC_Count - Contemporary Med-Ev.8ths Rock	Country	Country	Country Contemporary,Lite Pop
CC_CROW	4/4	ev8	130	CC_Crow - Adult Contemporary Ev.8ths Rock	Country	Country	Country Contemporary,Lite Pop
CC_GIRLS	4/4	ev16	95	CC_Girls - Driving Ev.16ths Rock Groove	Lite Pop	Pop	Pop
C_Chalee	4/4	ev16	72	Chalee - Top 40 Country Ballad	Country	Country	Country Ballad,Country Classic
C~CHARLY	4/4	ev8	120	Charly - Classic Country Ballad	Country	Country	Country Ballad,Country Classic
C_Chely	4/4	ev8	90	Chely - Top 40 Country Rock	Country	Country	Country Contemporary
CC_HIVE	4/4	ev8	140	CC_Hive - Ev. 8th Alt. Rock, Grunge Groove	Heavy Rock	Pop	Heavy Rock
CC_JEWEL	4/4	sw16	65	CC_Jewel - Adult Contemporary Sw. 16ths Folk-Rock	Folk	Pop	Pop,Lite Pop
C_CLASIC	4/4	sw8	110	Classic Country Shuffle	Blues	Country	Country,Country Classic
CC_LAVI	4/4	ev16	105	CC_Lavi - Ev. 16ths Alt Rock, Grunge Rock	Heavy Rock	Pop	Heavy Rock
C_CLAY	4/4	ev16	90	Clay - Country Rock	Blues	Country	Country,Country Contemporary
c_clouds	4/4	ev16	77	Clouds - Top 40 Country R&B	Country	Country	Country Contemporary,R&B,R&B
CC_NATA	4/4	ev16	95	CC_Nata - Ev. 16ths Pop, Teen Rock Groove	Modern Pop	Pop	Pop
C_COLIN	4/4	ev8	125	Colin - Country Rock	Country	Country	Country Contemporary
C_CONWAY	4/4	sw8	80	Conway - Classic 50s 12/8 Country	Country	Country	Country Classic
C_COWBOY	4/4	ev8	140	Cowboy - Country Style	Country	Country	Country Classic
CC_RIME	4/4	sw8	135	CC_Rime - Southern Gospel 4/4 Shuffle	Country	Country	Gospel,Worship,Lite Pop,Gospel
C~CRYSTL	4/4	sw8	80	Crystal - Classic Country 12/8 Ballad	Country	Country	Country Ballad,Country Classic
CC_SHAWN	4/4	ev16	80	CC_Shawn - Adult Contemporary Folk-Country-Rock	Country	Country	Country Contemporary,Folk,Folk
CC_SMASH	4/4	ev8	130	CC_Smash - Alt. Rock, Even 8ths Grunge	Heavy Rock	Pop	Heavy Rock
CC_TONY	4/4	ev16	85	CC_Tony - Even 16ths Neo Soul, R&B Ballad	R&B	Pop	Lite Pop,Ballad,Soul
